code,x0,depth,norm_rank,subtree_size
C07AA02,64.83178,5.0,1.0,0.0
C07AA03,60.797882,5.0,1.0,0.0
C07AA05,61.993973,5.0,1.0,0.0
C07AA06,63.60947,5.0,1.0,0.0
C07AA07,64.71732,5.0,1.0,0.0
C07AA12,62.537956,5.0,1.0,0.0
C07AA14,61.04034,5.0,1.0,0.0
C07AA15,63.77166,5.0,1.0,0.0
C07AA16,61.830727,5.0,1.0,0.0
C07AA17,65.04489,5.0,1.0,0.0
C07AA19,61.88771,5.0,1.0,0.0
C07AA23,61.62969,5.0,1.0,0.0
C07AA27,66.23739,5.0,1.0,0.0
C07AB,55.745792,4.0,0.8,14.0
C07AB01,52.318043,5.0,1.0,0.0
C07AB02,50.748127,5.0,1.0,0.0
C07AB03,55.246574,5.0,1.0,0.0
C07AB04,57.6878,5.0,1.0,0.0
C07AB05,55.292606,5.0,1.0,0.0
C07AB06,54.751064,5.0,1.0,0.0
C07AB07,53.18585,5.0,1.0,0.0
C07AB08,53.254208,5.0,1.0,0.0
C07AB09,55.744907,5.0,1.0,0.0
C07AB10,55.179535,5.0,1.0,0.0
C07AB11,52.242313,5.0,1.0,0.0
C07AB12,56.472736,5.0,1.0,0.0
C07AB13,53.74395,5.0,1.0,0.0
C07AB14,56.0151,5.0,1.0,0.0
C07AG,55.109825,4.0,0.8,2.0
C07AG01,55.098408,5.0,1.0,0.0
C07AG02,54.854527,5.0,1.0,0.0
C07B,63.082832,3.0,0.6,17.0
C07BA,59.637527,4.0,0.8,6.0
C07BA02,59.341297,5.0,1.0,0.0
C07BA05,57.757298,5.0,1.0,0.0
C07BA06,59.969486,5.0,1.0,0.0
C07BA07,59.925472,5.0,1.0,0.0
C07BA12,59.273273,5.0,1.0,0.0
C07BA68,59.70201,5.0,1.0,0.0
C07BB,63.192696,4.0,0.8,7.0
C07BB02,61.994114,5.0,1.0,0.0
C07BB03,60.862415,5.0,1.0,0.0
C07BB04,62.280243,5.0,1.0,0.0
C07BB06,63.169533,5.0,1.0,0.0
C07BB07,62.257317,5.0,1.0,0.0
C07BB12,63.40706,5.0,1.0,0.0
C07BB52,63.229557,5.0,1.0,0.0
C07BG,51.230892,4.0,0.8,1.0
C07BG01,51.359295,5.0,1.0,0.0
C07C,57.93765,3.0,0.6,11.0
C07CA,58.333836,4.0,0.8,4.0
C07CA02,57.931976,5.0,1.0,0.0
C07CA03,57.223892,5.0,1.0,0.0
C07CA17,58.03151,5.0,1.0,0.0
C07CA23,57.140907,5.0,1.0,0.0
C07CB,56.967045,4.0,0.8,3.0
C07CB02,56.431446,5.0,1.0,0.0
C07CB03,56.234333,5.0,1.0,0.0
C07CB53,56.422585,5.0,1.0,0.0
C07CG,55.67621,4.0,0.8,1.0
C07CG01,55.982845,5.0,1.0,0.0
C07D,64.34751,3.0,0.6,4.0
C07DA,63.98587,4.0,0.8,1.0
C07DA06,64.63325,5.0,1.0,0.0
C07DB,63.905376,4.0,0.8,1.0
C07DB01,63.920254,5.0,1.0,0.0
C07E,61.362106,3.0,0.75,2.0
C07EA,61.037083,4.0,1.0,0.0
C07EB,60.800804,4.0,1.0,0.0
C07F,57.82424,3.0,0.6,13.0
C07FB,57.37547,4.0,0.8,5.0
C07FB02,56.947998,5.0,1.0,0.0
C07FB03,55.95205,5.0,1.0,0.0
C07FB07,55.96339,5.0,1.0,0.0
C07FB12,57.894512,5.0,1.0,0.0
C07FB13,58.022697,5.0,1.0,0.0
C07FX,56.95483,4.0,0.8,6.0
C07FX01,56.569046,5.0,1.0,0.0
C07FX02,56.854855,5.0,1.0,0.0
C07FX03,56.34856,5.0,1.0,0.0
C07FX04,56.258957,5.0,1.0,0.0
C07FX05,57.321903,5.0,1.0,0.0
C07FX06,56.8582,5.0,1.0,0.0
C08,36.25678,2.0,0.4,42.0
C08C,38.7994,3.0,0.6,22.0
C08CA,39.0649,4.0,0.8,19.0
C08CA01,36.881153,5.0,1.0,0.0
C08CA02,39.16383,5.0,1.0,0.0
C08CA03,38.363422,5.0,1.0,0.0
C08CA04,37.383495,5.0,1.0,0.0
C08CA05,39.14673,5.0,1.0,0.0
C08CA06,38.91606,5.0,1.0,0.0
C08CA07,39.277443,5.0,1.0,0.0
C08CA08,37.34385,5.0,1.0,0.0
C08CA09,40.0603,5.0,1.0,0.0
C08CA10,37.811607,5.0,1.0,0.0
C08CA11,39.811455,5.0,1.0,0.0
C08CA12,39.7279,5.0,1.0,0.0
C08CA13,36.73943,5.0,1.0,0.0
C08CA14,37.059658,5.0,1.0,0.0
C08CA15,39.12676,5.0,1.0,0.0
C08CA16,35.22367,5.0,1.0,0.0
C08CA17,40.98778,5.0,1.0,0.0
C08CA51,36.855045,5.0,1.0,0.0
C08CA55,38.26044,5.0,1.0,0.0
C08CX,30.094702,4.0,0.8,1.0
C08CX01,30.098759,5.0,1.0,0.0
C08D,35.889038,3.0,0.6,7.0
C08DA,36.222397,4.0,0.8,4.0
C08DA01,35.404697,5.0,1.0,0.0
C08DA02,36.376354,5.0,1.0,0.0
C08DA03,36.348236,5.0,1.0,0.0
C08DA51,35.886517,5.0,1.0,0.0
C08DB,33.664436,4.0,0.8,1.0
C08DB01,33.95791,5.0,1.0,0.0
C08E,40.42278,3.0,0.6,6.0
C08EA,39.959328,4.0,0.8,2.0
C08EA01,39.422436,5.0,1.0,0.0
C08EA02,40.228867,5.0,1.0,0.0
C08EX,40.495434,4.0,0.8,2.0
C08EX01,40.640137,5.0,1.0,0.0
C08EX02,40.101074,5.0,1.0,0.0
C08G,35.71355,3.0,0.6,3.0
C08GA,35.606743,4.0,0.8,2.0
C08GA01,35.393814,5.0,1.0,0.0
C08GA02,35.55219,5.0,1.0,0.0
C09,28.98758,2.0,0.4,100.0
C09A,58.321846,3.0,0.6,17.0
C09AA,58.25658,4.0,0.8,16.0
C09AA01,54.271275,5.0,1.0,0.0
C09AA02,55.26774,5.0,1.0,0.0
C09AA03,50.912743,5.0,1.0,0.0
C09AA04,56.762375,5.0,1.0,0.0
C09AA05,58.70052,5.0,1.0,0.0
C09AA06,52.149498,5.0,1.0,0.0
C09AA07,59.99382,5.0,1.0,0.0
C09AA08,58.62272,5.0,1.0,0.0
C09AA09,57.33837,5.0,1.0,0.0
C09AA10,54.281418,5.0,1.0,0.0
C09AA11,58.172638,5.0,1.0,0.0
C09AA12,57.3035,5.0,1.0,0.0
C09AA13,54.40948,5.0,1.0,0.0
C09AA14,58.800045,5.0,1.0,0.0
C09AA15,56.272434,5.0,1.0,0.0
C09AA16,57.611565,5.0,1.0,0.0
C09B,53.051476,3.0,0.6,31.0
C09BA,55.49166,4.0,0.8,12.0
C09BA01,52.67882,5.0,1.0,0.0
C09BA02,54.27302,5.0,1.0,0.0
C09BA03,54.96245,5.0,1.0,0.0
C09BA04,54.768154,5.0,1.0,0.0
C09BA05,51.23891,5.0,1.0,0.0
C09BA06,55.372528,5.0,1.0,0.0
C09BA07,56.57342,5.0,1.0,0.0
C09BA08,55.00025,5.0,1.0,0.0
C09BA09,53.150963,5.0,1.0,0.0
C09BA12,54.16723,5.0,1.0,0.0
C09BA13,52.927223,5.0,1.0,0.0
C09BA15,56.18276,5.0,1.0,0.0
C09BB,55.399742,4.0,0.8,9.0
C09BB02,53.729557,5.0,1.0,0.0
C09BB03,51.55204,5.0,1.0,0.0
C09BB04,54.126457,5.0,1.0,0.0
C09BB05,54.369873,5.0,1.0,0.0
C09BB06,56.542606,5.0,1.0,0.0
C09BB07,53.304844,5.0,1.0,0.0
C09BB10,54.281357,5.0,1.0,0.0
C09BB12,54.067627,5.0,1.0,0.0
C09BB13,55.562435,5.0,1.0,0.0
C09BX,38.526752,4.0,0.8,7.0
C09BX01,38.54029,5.0,1.0,0.0
C09BX02,38.910305,5.0,1.0,0.0
C09BX03,37.23763,5.0,1.0,0.0
C09BX04,38.912357,5.0,1.0,0.0
C09BX05,38.238556,5.0,1.0,0.0
C09BX06,38.216667,5.0,1.0,0.0
C09BX07,37.455254,5.0,1.0,0.0
C09C,48.774166,3.0,0.6,11.0
C09CA,48.667133,4.0,0.8,10.0
C09CA01,48.06097,5.0,1.0,0.0
C09CA02,47.05364,5.0,1.0,0.0
C09CA03,47.177185,5.0,1.0,0.0
C09CA04,47.80438,5.0,1.0,0.0
C09CA05,48.033134,5.0,1.0,0.0
C09CA06,47.322117,5.0,1.0,0.0
C09CA07,48.98465,5.0,1.0,0.0
C09CA08,47.747623,5.0,1.0,0.0
C09CA09,47.92257,5.0,1.0,0.0
C09CA10,49.450214,5.0,1.0,0.0
C09D,45.22482,3.0,0.6,28.0
C09DA,45.9479,4.0,0.8,9.0
C09DA01,45.739002,5.0,1.0,0.0
C09DA02,45.75915,5.0,1.0,0.0
C09DA03,46.361588,5.0,1.0,0.0
C09DA04,46.56928,5.0,1.0,0.0
C09DA06,45.40559,5.0,1.0,0.0
C09DA07,45.11023,5.0,1.0,0.0
C09DA08,43.19823,5.0,1.0,0.0
C09DA09,45.630947,5.0,1.0,0.0
C09DA10,44.814384,5.0,1.0,0.0
C09DB,40.853218,4.0,0.8,8.0
C09DB01,41.108532,5.0,1.0,0.0
C09DB02,39.429573,5.0,1.0,0.0
C09DB04,41.03463,5.0,1.0,0.0
C09DB05,40.57507,5.0,1.0,0.0
C09DB06,39.793053,5.0,1.0,0.0
C09DB07,40.38727,5.0,1.0,0.0
C09DB08,39.47844,5.0,1.0,0.0
C09DB09,39.1079,5.0,1.0,0.0
C09DX,44.737972,4.0,0.8,8.0
C09DX01,44.05073,5.0,1.0,0.0
C09DX02,43.788055,5.0,1.0,0.0
C09DX03,44.660778,5.0,1.0,0.0
C09DX04,44.62801,5.0,1.0,0.0
C09DX05,45.380142,5.0,1.0,0.0
C09DX06,44.805622,5.0,1.0,0.0
C09DX07,44.323727,5.0,1.0,0.0
C09DX08,41.75681,5.0,1.0,0.0
C09X,53.201633,3.0,0.6,8.0
C09XA,53.36029,4.0,0.8,5.0
C09XA01,52.448925,5.0,1.0,0.0
C09XA02,52.504288,5.0,1.0,0.0
C09XA52,52.91722,5.0,1.0,0.0
C09XA53,53.60231,5.0,1.0,0.0
C09XA54,52.205235,5.0,1.0,0.0
C09XX,49.886665,4.0,0.8,1.0
C09XX01,49.65318,5.0,1.0,0.0
C10,45.291546,2.0,0.4,92.0
C10A,49.33418,3.0,0.6,53.0
C10AA,68.262985,4.0,0.8,8.0
C10AA01,67.4245,5.0,1.0,0.0
C10AA02,67.76039,5.0,1.0,0.0
C10AA03,65.513756,5.0,1.0,0.0
C10AA04,67.44493,5.0,1.0,0.0
C10AA05,65.70511,5.0,1.0,0.0
C10AA06,66.49381,5.0,1.0,0.0
C10AA07,68.47509,5.0,1.0,0.0
C10AA08,66.47897,5.0,1.0,0.0
C10AB,55.643284,4.0,0.8,12.0
C10AB01,55.480286,5.0,1.0,0.0
C10AB02,55.65643,5.0,1.0,0.0
C10AB03,53.823414,5.0,1.0,0.0
C10AB04,54.987854,5.0,1.0,0.0
C10AB05,51.408146,5.0,1.0,0.0
C10AB06,54.36368,5.0,1.0,0.0
C10AB07,54.801144,5.0,1.0,0.0
C10AB08,53.287,5.0,1.0,0.0
C10AB09,53.04609,5.0,1.0,0.0
C10AB10,52.61932,5.0,1.0,0.0
C10AB11,55.336674,5.0,1.0,0.0
C10AB12,52.262318,5.0,1.0,0.0
C10AC,62.74455,4.0,0.8,4.0
C10AC01,60.541992,5.0,1.0,0.0
C10AC02,62.188957,5.0,1.0,0.0
C10AC03,62.150036,5.0,1.0,0.0
C10AC04,62.41394,5.0,1.0,0.0
C10AD,64.78192,4.0,0.8,7.0
C10AD01,64.94494,5.0,1.0,0.0
C10AD02,63.690678,5.0,1.0,0.0
C10AD03,64.4149,5.0,1.0,0.0
C10AD04,62.466103,5.0,1.0,0.0
C10AD05,64.21147,5.0,1.0,0.0
C10AD06,64.24217,5.0,1.0,0.0
C10AD52,66.31252,5.0,1.0,0.0
C10AX,61.43198,4.0,0.8,17.0
C10AX01,60.182064,5.0,1.0,0.0
C10AX02,58.51888,5.0,1.0,0.0
C10AX03,56.98275,5.0,1.0,0.0
C10AX05,62.37531,5.0,1.0,0.0
C10AX06,56.594566,5.0,1.0,0.0
C10AX07,59.95088,5.0,1.0,0.0
C10AX08,61.08915,5.0,1.0,0.0
C10AX09,60.715862,5.0,1.0,0.0
C10AX10,55.40299,5.0,1.0,0.0
C10AX11,60.22175,5.0,1.0,0.0
C10AX12,57.32786,5.0,1.0,0.0
C10AX13,61.97464,5.0,1.0,0.0
C10AX14,62.029907,5.0,1.0,0.0
C10AX15,61.54749,5.0,1.0,0.0
C10AX16,57.7138,5.0,1.0,0.0
C10AX17,62.76687,5.0,1.0,0.0
C10AX18,59.023445,5.0,1.0,0.0
C10B,77.31794,3.0,0.6,37.0
C10BA,87.981155,4.0,0.8,13.0
C10BA01,87.09159,5.0,1.0,0.0
C10BA02,84.12373,5.0,1.0,0.0
C10BA03,86.42064,5.0,1.0,0.0
C10BA04,85.99419,5.0,1.0,0.0
C10BA05,86.24074,5.0,1.0,0.0
C10BA06,86.66549,5.0,1.0,0.0
C10BA07,80.72442,5.0,1.0,0.0
C10BA08,83.04426,5.0,1.0,0.0
C10BA09,88.59633,5.0,1.0,0.0
C10BA10,91.10459,5.0,1.0,0.0
C10BA11,89.1623,5.0,1.0,0.0
C10BA12,78.13563,5.0,1.0,0.0
C10BA13,84.34543,5.0,1.0,0.0
C10BX,70.443695,4.0,0.8,22.0
C10BX01,71.74208,5.0,1.0,0.0
C10BX02,74.21071,5.0,1.0,0.0
C10BX03,70.65394,5.0,1.0,0.0
C10BX04,66.5551,5.0,1.0,0.0
C10BX05,67.032455,5.0,1.0,0.0
C10BX06,71.52531,5.0,1.0,0.0
C10BX07,59.589153,5.0,1.0,0.0
C10BX08,69.113434,5.0,1.0,0.0
C10BX09,67.651,5.0,1.0,0.0
C10BX10,68.41473,5.0,1.0,0.0
C10BX11,75.95693,5.0,1.0,0.0
C10BX12,71.0418,5.0,1.0,0.0
C10BX13,68.72165,5.0,1.0,0.0
C10BX14,70.511,5.0,1.0,0.0
C10BX15,61.34553,5.0,1.0,0.0
C10BX16,61.542507,5.0,1.0,0.0
C10BX17,72.267395,5.0,1.0,0.0
C10BX18,75.13977,5.0,1.0,0.0
C10BX19,58.622692,5.0,1.0,0.0
C10BX20,66.762245,5.0,1.0,0.0
C10BX21,66.692276,5.0,1.0,0.0
C10BX22,59.326878,5.0,1.0,0.0
D,10.385157,1.0,0.2,500.0
D01,38.26606,2.0,0.4,67.0
D01A,39.854687,3.0,0.6,61.0
D01AA,43.150906,4.0,0.8,8.0
D01AA01,42.349773,5.0,1.0,0.0
D01AA02,43.166866,5.0,1.0,0.0
D01AA03,42.88874,5.0,1.0,0.0
D01AA04,41.245346,5.0,1.0,0.0
D01AA06,41.755325,5.0,1.0,0.0
D01AA07,42.425156,5.0,1.0,0.0
D01AA08,42.629494,5.0,1.0,0.0
D01AA20,42.821903,5.0,1.0,0.0
D01AC,49.557133,4.0,0.8,24.0
D01AC01,48.473648,5.0,1.0,0.0
D01AC02,41.47782,5.0,1.0,0.0
D01AC03,48.090984,5.0,1.0,0.0
D01AC04,40.592144,5.0,1.0,0.0
D01AC05,49.415398,5.0,1.0,0.0
D01AC06,42.801685,5.0,1.0,0.0
D01AC07,50.549427,5.0,1.0,0.0
D01AC08,50.42232,5.0,1.0,0.0
D01AC09,48.883118,5.0,1.0,0.0
D01AC10,43.63314,5.0,1.0,0.0
D01AC11,50.472603,5.0,1.0,0.0
D01AC12,48.72429,5.0,1.0,0.0
D01AC13,50.271755,5.0,1.0,0.0
D01AC14,47.454006,5.0,1.0,0.0
D01AC15,42.055073,5.0,1.0,0.0
D01AC16,45.825356,5.0,1.0,0.0
D01AC17,46.43278,5.0,1.0,0.0
D01AC18,41.88782,5.0,1.0,0.0
D01AC19,49.799843,5.0,1.0,0.0
D01AC20,53.31863,5.0,1.0,0.0
D01AC21,45.711246,5.0,1.0,0.0
D01AC22,46.32361,5.0,1.0,0.0
D01AC52,43.691166,5.0,1.0,0.0
D01AC60,47.276752,5.0,1.0,0.0
D01AE,43.497658,4.0,0.8,26.0
D01AE01,41.27062,5.0,1.0,0.0
D01AE02,38.578564,5.0,1.0,0.0
D01AE03,43.907024,5.0,1.0,0.0
D01AE04,40.82869,5.0,1.0,0.0
D01AE05,43.733307,5.0,1.0,0.0
D01AE06,42.834393,5.0,1.0,0.0
D01AE07,39.9021,5.0,1.0,0.0
D01AE08,43.595394,5.0,1.0,0.0
D01AE09,42.389614,5.0,1.0,0.0
D01AE10,41.64008,5.0,1.0,0.0
D01AE11,43.159336,5.0,1.0,0.0
D01AE12,42.691536,5.0,1.0,0.0
D01AE13,42.552174,5.0,1.0,0.0
D01AE14,43.992207,5.0,1.0,0.0
D01AE15,39.3133,5.0,1.0,0.0
D01AE16,42.138176,5.0,1.0,0.0
D01AE17,43.627052,5.0,1.0,0.0
D01AE18,43.534973,5.0,1.0,0.0
D01AE19,43.64419,5.0,1.0,0.0
D01AE20,42.563797,5.0,1.0,0.0
D01AE21,43.864437,5.0,1.0,0.0
D01AE22,38.724052,5.0,1.0,0.0
D01AE23,42.070183,5.0,1.0,0.0
D01AE24,42.466312,5.0,1.0,0.0
D01AE25,43.95189,5.0,1.0,0.0
D01AE54,44.23817,5.0,1.0,0.0
D01B,56.612865,3.0,0.6,4.0
D01BA,56.570107,4.0,0.8,3.0
D01BA01,55.902943,5.0,1.0,0.0
D01BA02,55.63627,5.0,1.0,0.0
D01BA03,55.627106,5.0,1.0,0.0
D02,37.22818,2.0,0.4,17.0
D02A,34.47564,3.0,0.6,9.0
D02AA,32.914207,4.0,1.0,0.0
D02AB,34.793816,4.0,1.0,0.0
D02AC,34.133114,4.0,1.0,0.0
D02AD,33.376057,4.0,1.0,0.0
D02AE,35.14771,4.0,0.8,2.0
D02AE01,35.255165,5.0,1.0,0.0
D02AE51,35.28027,5.0,1.0,0.0
D02AF,32.462425,4.0,1.0,0.0
D02AX,32.06992,4.0,1.0,0.0
D02B,40.488792,3.0,0.6,6.0
D02BA,40.642857,4.0,0.8,2.0
D02BA01,40.886856,5.0,1.0,0.0
D02BA02,40.602787,5.0,1.0,0.0
D02BB,39.32704,4.0,0.8,2.0
D02BB01,39.450825,5.0,1.0,0.0
D02BB02,39.09379,5.0,1.0,0.0
D03,71.30975,2.0,0.4,23.0
D03A,72.16115,3.0,0.6,16.0
D03AA,58.27393,4.0,1.0,0.0
D03AX,72.50083,4.0,0.8,14.0
D03AX01,70.835754,5.0,1.0,0.0
D03AX02,70.38657,5.0,1.0,0.0
D03AX03,70.25116,5.0,1.0,0.0
D03AX04,69.70672,5.0,1.0,0.0
D03AX05,71.82886,5.0,1.0,0.0
D03AX06,71.17648,5.0,1.0,0.0
D03AX09,70.28489,5.0,1.0,0.0
D03AX10,72.548836,5.0,1.0,0.0
D03AX11,71.56007,5.0,1.0,0.0
D03AX12,74.39724,5.0,1.0,0.0
D03AX13,75.00982,5.0,1.0,0.0
D03AX14,70.79408,5.0,1.0,0.0
D03AX15,70.87267,5.0,1.0,0.0
D03AX16,69.19462,5.0,1.0,0.0
D03B,60.77863,3.0,0.6,5.0
D03BA,60.650555,4.0,0.8,4.0
D03BA01,60.50736,5.0,1.0,0.0
D03BA02,60.689445,5.0,1.0,0.0
D03BA03,59.880436,5.0,1.0,0.0
D03BA52,59.507065,5.0,1.0,0.0
D04,71.0309,2.0,0.4,27.0
D04A,70.826515,3.0,0.6,26.0
D04AA,71.76439,4.0,0.8,15.0
D04AA01,70.64157,5.0,1.0,0.0
D04AA02,69.51365,5.0,1.0,0.0
D04AA03,70.480156,5.0,1.0,0.0
D04AA04,71.93657,5.0,1.0,0.0
D04AA09,71.042725,5.0,1.0,0.0
D04AA10,68.99342,5.0,1.0,0.0
D04AA12,70.10255,5.0,1.0,0.0
D04AA13,71.49026,5.0,1.0,0.0
D04AA14,72.685036,5.0,1.0,0.0
D04AA15,70.662186,5.0,1.0,0.0
D04AA16,70.346504,5.0,1.0,0.0
D04AA22,72.31351,5.0,1.0,0.0
D04AA32,72.0616,5.0,1.0,0.0
D04AA33,68.425255,5.0,1.0,0.0
D04AA34,68.8989,5.0,1.0,0.0
D04AB,68.734665,4.0,0.8,7.0
D04AB01,67.41749,5.0,1.0,0.0
D04AB02,67.30358,5.0,1.0,0.0
D04AB03,67.41845,5.0,1.0,0.0
D04AB04,69.057724,5.0,1.0,0.0
D04AB05,70.0535,5.0,1.0,0.0
D04AB06,66.20235,5.0,1.0,0.0
D04AB07,68.41326,5.0,1.0,0.0
D04AX,57.129536,4.0,0.8,1.0
D04AX01,56.79395,5.0,1.0,0.0
D05,63.75305,2.0,0.4,28.0
D05A,65.41841,3.0,0.6,17.0
D05AA,52.940765,4.0,1.0,0.0
D05AC,60.46341,4.0,0.8,2.0
D05AC01,60.37139,5.0,1.0,0.0
D05AC51,60.55922,5.0,1.0,0.0
D05AD,59.625164,4.0,0.8,2.0
D05AD01,60.071106,5.0,1.0,0.0
D05AD02,58.792675,5.0,1.0,0.0
D05AX,66.266815,4.0,0.8,9.0
D05AX01,66.84287,5.0,1.0,0.0
D05AX02,64.57319,5.0,1.0,0.0
D05AX03,65.48286,5.0,1.0,0.0
D05AX04,66.83464,5.0,1.0,0.0
D05AX05,65.428986,5.0,1.0,0.0
D05AX06,64.998375,5.0,1.0,0.0
D05AX07,65.8243,5.0,1.0,0.0
D05AX52,65.99146,5.0,1.0,0.0
D05AX55,64.159966,5.0,1.0,0.0
D05B,59.141155,3.0,0.6,9.0
D05BA,59.951546,4.0,0.8,3.0
D05BA01,59.307266,5.0,1.0,0.0
D05BA02,58.6961,5.0,1.0,0.0
D05BA03,58.926067,5.0,1.0,0.0
D05BB,59.323074,4.0,0.8,2.0
D05BB01,59.106,5.0,1.0,0.0
D05BB02,58.660767,5.0,1.0,0.0
D05BX,54.029938,4.0,0.8,1.0
D05BX51,54.197105,5.0,1.0,0.0
D06,71.10333,2.0,0.4,48.0
D06A,80.12612,3.0,0.6,19.0
D06AA,72.831474,4.0,0.8,4.0
D06AA01,71.58162,5.0,1.0,0.0
D06AA02,72.768585,5.0,1.0,0.0
D06AA03,72.234695,5.0,1.0,0.0
D06AA04,72.36621,5.0,1.0,0.0
D06AX,80.49621,4.0,0.8,13.0
D06AX01,77.49166,5.0,1.0,0.0
D06AX02,78.46342,5.0,1.0,0.0
D06AX04,76.93313,5.0,1.0,0.0
D06AX05,77.27612,5.0,1.0,0.0
D06AX07,78.32992,5.0,1.0,0.0
D06AX08,83.71418,5.0,1.0,0.0
D06AX09,78.09795,5.0,1.0,0.0
D06AX10,80.29213,5.0,1.0,0.0
D06AX11,78.21402,5.0,1.0,0.0
D06AX12,77.38732,5.0,1.0,0.0
D06AX13,81.2271,5.0,1.0,0.0
D06AX14,80.20825,5.0,1.0,0.0
D06AX15,78.46336,5.0,1.0,0.0
D06B,87.2999,3.0,0.6,26.0
D06BA,82.67288,4.0,0.8,7.0
D06BA01,81.686676,5.0,1.0,0.0
D06BA02,84.36817,5.0,1.0,0.0
D06BA03,82.4477,5.0,1.0,0.0
D06BA04,82.21529,5.0,1.0,0.0
D06BA05,80.42157,5.0,1.0,0.0
D06BA06,80.98956,5.0,1.0,0.0
D06BA51,79.17963,5.0,1.0,0.0
D06BB,88.22997,4.0,0.8,13.0
D06BB01,83.76254,5.0,1.0,0.0
D06BB02,84.96886,5.0,1.0,0.0
D06BB03,89.192665,5.0,1.0,0.0
D06BB04,86.80557,5.0,1.0,0.0
D06BB05,86.78795,5.0,1.0,0.0
D06BB06,88.701546,5.0,1.0,0.0
D06BB07,87.93504,5.0,1.0,0.0
D06BB08,84.658455,5.0,1.0,0.0
D06BB09,86.42698,5.0,1.0,0.0
D06BB10,91.25226,5.0,1.0,0.0
D06BB11,85.4007,5.0,1.0,0.0
D06BB12,87.607155,5.0,1.0,0.0
D06BB53,85.22194,5.0,1.0,0.0
D06BX,75.571785,4.0,0.8,3.0
D06BX01,75.064384,5.0,1.0,0.0
D06BX02,74.872856,5.0,1.0,0.0
D06BX03,75.712906,5.0,1.0,0.0
D06C,69.77416,3.0,1.0,0.0
D07,56.76387,2.0,0.4,97.0
D07A,93.65033,3.0,0.6,43.0
D07AA,87.124,4.0,0.8,3.0
D07AA01,86.223946,5.0,1.0,0.0
D07AA02,86.44235,5.0,1.0,0.0
D07AA03,85.217995,5.0,1.0,0.0
D07AB,106.49064,4.0,0.8,14.0
D07AB01,104.292625,5.0,1.0,0.0
D07AB02,109.50861,5.0,1.0,0.0
D07AB03,97.27963,5.0,1.0,0.0
D07AB04,108.09261,5.0,1.0,0.0
D07AB05,98.604256,5.0,1.0,0.0
D07AB06,101.07652,5.0,1.0,0.0
D07AB07,103.19496,5.0,1.0,0.0
D07AB08,106.08018,5.0,1.0,0.0
D07AB09,102.44819,5.0,1.0,0.0
D07AB10,105.40204,5.0,1.0,0.0
D07AB11,106.19977,5.0,1.0,0.0
D07AB19,101.60033,5.0,1.0,0.0
D07AB21,96.665474,5.0,1.0,0.0
D07AB30,106.37541,5.0,1.0,0.0
D07AC,93.91714,4.0,0.8,20.0
D07AC01,97.11114,5.0,1.0,0.0
D07AC02,96.16753,5.0,1.0,0.0
D07AC03,86.44965,5.0,1.0,0.0
D07AC04,95.59722,5.0,1.0,0.0
D07AC05,99.24958,5.0,1.0,0.0
D07AC06,93.709114,5.0,1.0,0.0
D07AC07,95.70296,5.0,1.0,0.0
D07AC08,78.37674,5.0,1.0,0.0
D07AC09,93.751205,5.0,1.0,0.0
D07AC10,89.39786,5.0,1.0,0.0
D07AC11,91.96572,5.0,1.0,0.0
D07AC12,90.2833,5.0,1.0,0.0
D07AC13,94.46848,5.0,1.0,0.0
D07AC14,93.68445,5.0,1.0,0.0
D07AC15,91.42023,5.0,1.0,0.0
D07AC16,83.02952,5.0,1.0,0.0
D07AC17,87.41765,5.0,1.0,0.0
D07AC18,86.50628,5.0,1.0,0.0
D07AC19,87.40537,5.0,1.0,0.0
D07AC21,91.82867,5.0,1.0,0.0
D07AD,81.195206,4.0,0.8,2.0
D07AD01,80.19144,5.0,1.0,0.0
D07AD02,81.320526,5.0,1.0,0.0
D07B,82.50927,3.0,0.6,14.0
D07BA,77.64965,4.0,0.8,2.0
D07BA01,77.66676,5.0,1.0,0.0
D07BA04,76.5412,5.0,1.0,0.0
D07BB,80.91298,4.0,0.8,4.0
D07BB01,79.22704,5.0,1.0,0.0
D07BB02,81.66526,5.0,1.0,0.0
D07BB03,79.21426,5.0,1.0,0.0
D07BB04,79.26337,5.0,1.0,0.0
D07BC,82.13603,4.0,0.8,4.0
D07BC01,80.38378,5.0,1.0,0.0
D07BC02,82.038315,5.0,1.0,0.0
D07BC03,79.73547,5.0,1.0,0.0
D07BC04,80.91938,5.0,1.0,0.0
D07BD,74.9547,4.0,1.0,0.0
D07C,83.84147,3.0,0.6,19.0
D07CA,80.40389,4.0,0.8,3.0
D07CA01,79.015945,5.0,1.0,0.0
D07CA02,79.32789,5.0,1.0,0.0
D07CA03,78.78961,5.0,1.0,0.0
D07CB,82.77652,4.0,0.8,5.0
D07CB01,81.97806,5.0,1.0,0.0
D07CB02,83.06255,5.0,1.0,0.0
D07CB03,83.32654,5.0,1.0,0.0
D07CB04,80.76515,5.0,1.0,0.0
D07CB05,80.72469,5.0,1.0,0.0
D07CC,83.86516,4.0,0.8,6.0
D07CC01,82.46916,5.0,1.0,0.0
D07CC02,82.53518,5.0,1.0,0.0
D07CC03,80.72081,5.0,1.0,0.0
D07CC04,83.8575,5.0,1.0,0.0
D07CC05,84.05431,5.0,1.0,0.0
D07CC06,81.927,5.0,1.0,0.0
