code,x0,depth,norm_rank,subtree_size
J05AD02,58.409885,5.0,1.0,0.0
J05AE,59.990288,4.0,0.8,11.0
J05AE01,54.691017,5.0,1.0,0.0
J05AE02,57.26791,5.0,1.0,0.0
J05AE03,59.95675,5.0,1.0,0.0
J05AE04,58.10454,5.0,1.0,0.0
J05AE05,56.43292,5.0,1.0,0.0
J05AE07,57.093853,5.0,1.0,0.0
J05AE08,60.332214,5.0,1.0,0.0
J05AE09,58.06705,5.0,1.0,0.0
J05AE10,59.275513,5.0,1.0,0.0
J05AE16,53.27315,5.0,1.0,0.0
J05AE30,59.698734,5.0,1.0,0.0
J05AF,45.519592,4.0,0.8,13.0
J05AF01,44.232,5.0,1.0,0.0
J05AF02,43.86502,5.0,1.0,0.0
J05AF03,43.422596,5.0,1.0,0.0
J05AF04,44.590664,5.0,1.0,0.0
J05AF05,45.560566,5.0,1.0,0.0
J05AF06,45.413464,5.0,1.0,0.0
J05AF07,42.021923,5.0,1.0,0.0
J05AF08,41.93292,5.0,1.0,0.0
J05AF09,44.348354,5.0,1.0,0.0
J05AF10,44.978912,5.0,1.0,0.0
J05AF11,44.25756,5.0,1.0,0.0
J05AF12,40.806526,5.0,1.0,0.0
J05AF13,45.20343,5.0,1.0,0.0
J05AG,59.591015,4.0,0.8,7.0
J05AG01,58.90879,5.0,1.0,0.0
J05AG02,56.99481,5.0,1.0,0.0
J05AG03,58.606167,5.0,1.0,0.0
J05AG04,58.8313,5.0,1.0,0.0
J05AG05,58.23097,5.0,1.0,0.0
J05AG06,58.626656,5.0,1.0,0.0
J05AG07,58.33102,5.0,1.0,0.0
J05AH,55.121567,4.0,0.8,4.0
J05AH01,53.614784,5.0,1.0,0.0
J05AH02,54.858326,5.0,1.0,0.0
J05AH03,54.60678,5.0,1.0,0.0
J05AH04,54.91994,5.0,1.0,0.0
J05AJ,49.10532,4.0,0.8,4.0
J05AJ01,48.34585,5.0,1.0,0.0
J05AJ02,48.956455,5.0,1.0,0.0
J05AJ03,47.990837,5.0,1.0,0.0
J05AJ04,48.766468,5.0,1.0,0.0
J05AP,60.401096,4.0,0.8,22.0
J05AP01,59.72729,5.0,1.0,0.0
J05AP02,60.120632,5.0,1.0,0.0
J05AP03,49.136524,5.0,1.0,0.0
J05AP04,60.56011,5.0,1.0,0.0
J05AP05,59.7227,5.0,1.0,0.0
J05AP06,59.600914,5.0,1.0,0.0
J05AP07,55.569542,5.0,1.0,0.0
J05AP08,55.493793,5.0,1.0,0.0
J05AP09,60.389317,5.0,1.0,0.0
J05AP10,56.918194,5.0,1.0,0.0
J05AP11,57.5063,5.0,1.0,0.0
J05AP12,57.47978,5.0,1.0,0.0
J05AP13,54.666054,5.0,1.0,0.0
J05AP14,54.0333,5.0,1.0,0.0
J05AP51,56.87612,5.0,1.0,0.0
J05AP52,56.12749,5.0,1.0,0.0
J05AP53,54.177708,5.0,1.0,0.0
J05AP54,60.449623,5.0,1.0,0.0
J05AP55,60.084473,5.0,1.0,0.0
J05AP56,49.174976,5.0,1.0,0.0
J05AP57,60.059933,5.0,1.0,0.0
J05AP58,60.34969,5.0,1.0,0.0
J05AR,47.309803,4.0,0.8,29.0
J05AR01,49.523464,5.0,1.0,0.0
J05AR02,42.6281,5.0,1.0,0.0
J05AR03,48.023773,5.0,1.0,0.0
J05AR04,45.63155,5.0,1.0,0.0
J05AR05,42.89336,5.0,1.0,0.0
J05AR06,36.824078,5.0,1.0,0.0
J05AR07,43.582214,5.0,1.0,0.0
J05AR08,37.243286,5.0,1.0,0.0
J05AR09,51.707684,5.0,1.0,0.0
J05AR10,46.257534,5.0,1.0,0.0
J05AR11,43.021492,5.0,1.0,0.0
J05AR12,47.112095,5.0,1.0,0.0
J05AR13,48.210796,5.0,1.0,0.0
J05AR14,48.776123,5.0,1.0,0.0
J05AR15,47.490555,5.0,1.0,0.0
J05AR16,47.982136,5.0,1.0,0.0
J05AR17,42.933224,5.0,1.0,0.0
J05AR18,47.729546,5.0,1.0,0.0
J05AR19,49.464977,5.0,1.0,0.0
J05AR20,47.07701,5.0,1.0,0.0
J05AR21,36.78838,5.0,1.0,0.0
J05AR22,46.944458,5.0,1.0,0.0
J05AR23,34.813835,5.0,1.0,0.0
J05AR24,39.839516,5.0,1.0,0.0
J05AR25,52.056995,5.0,1.0,0.0
J05AR26,41.7862,5.0,1.0,0.0
J05AR27,50.753384,5.0,1.0,0.0
J05AR28,45.940117,5.0,1.0,0.0
J05AR29,49.709175,5.0,1.0,0.0
J05AX,65.84979,4.0,0.8,22.0
J05AX01,62.445656,5.0,1.0,0.0
J05AX02,64.602234,5.0,1.0,0.0
J05AX05,61.27294,5.0,1.0,0.0
J05AX06,63.179607,5.0,1.0,0.0
J05AX07,66.71678,5.0,1.0,0.0
J05AX09,54.739788,5.0,1.0,0.0
J05AX10,54.165924,5.0,1.0,0.0
J05AX13,65.20554,5.0,1.0,0.0
J05AX17,54.152588,5.0,1.0,0.0
J05AX18,64.45187,5.0,1.0,0.0
J05AX19,62.343254,5.0,1.0,0.0
J05AX21,66.99443,5.0,1.0,0.0
J05AX23,63.495785,5.0,1.0,0.0
J05AX24,66.16517,5.0,1.0,0.0
J05AX25,59.048664,5.0,1.0,0.0
J05AX26,65.65417,5.0,1.0,0.0
J05AX27,63.89972,5.0,1.0,0.0
J05AX28,59.301754,5.0,1.0,0.0
J05AX29,61.508305,5.0,1.0,0.0
J05AX31,62.6854,5.0,1.0,0.0
J05AX32,60.26166,5.0,1.0,0.0
J05AX33,64.89583,5.0,1.0,0.0
J06,31.881596,2.0,0.4,45.0
J06A,34.47987,3.0,0.6,7.0
J06AA,34.34424,4.0,0.8,6.0
J06AA01,33.942387,5.0,1.0,0.0
J06AA02,34.366314,5.0,1.0,0.0
J06AA03,34.272827,5.0,1.0,0.0
J06AA04,34.753326,5.0,1.0,0.0
J06AA05,34.032173,5.0,1.0,0.0
J06AA06,33.800453,5.0,1.0,0.0
J06B,33.050037,3.0,0.6,36.0
J06BA,26.116243,4.0,0.8,2.0
J06BA01,25.982485,5.0,1.0,0.0
J06BA02,26.222155,5.0,1.0,0.0
J06BB,33.997807,4.0,0.8,17.0
J06BB01,33.91856,5.0,1.0,0.0
J06BB02,33.629276,5.0,1.0,0.0
J06BB03,33.34875,5.0,1.0,0.0
J06BB04,32.659073,5.0,1.0,0.0
J06BB05,33.123123,5.0,1.0,0.0
J06BB06,34.756054,5.0,1.0,0.0
J06BB07,31.932585,5.0,1.0,0.0
J06BB08,32.37708,5.0,1.0,0.0
J06BB09,34.153244,5.0,1.0,0.0
J06BB10,32.127945,5.0,1.0,0.0
J06BB11,34.44764,5.0,1.0,0.0
J06BB12,33.73797,5.0,1.0,0.0
J06BB13,35.703804,5.0,1.0,0.0
J06BB14,35.191494,5.0,1.0,0.0
J06BB15,31.796099,5.0,1.0,0.0
J06BB19,33.66266,5.0,1.0,0.0
J06BB30,33.15045,5.0,1.0,0.0
J06BC,30.670134,4.0,0.8,4.0
J06BC01,30.721666,5.0,1.0,0.0
J06BC02,30.856596,5.0,1.0,0.0
J06BC03,30.440523,5.0,1.0,0.0
J06BC04,30.025913,5.0,1.0,0.0
J06BD,33.859478,4.0,0.8,9.0
J06BD01,33.845814,5.0,1.0,0.0
J06BD02,32.372543,5.0,1.0,0.0
J06BD03,33.125145,5.0,1.0,0.0
J06BD04,32.506176,5.0,1.0,0.0
J06BD05,33.818954,5.0,1.0,0.0
J06BD06,33.422737,5.0,1.0,0.0
J06BD07,34.838833,5.0,1.0,0.0
J06BD08,31.51324,5.0,1.0,0.0
J06BD09,32.95435,5.0,1.0,0.0
J07,22.883673,2.0,0.4,131.0
J07A,34.218925,3.0,0.6,54.0
J07AC,39.052685,4.0,0.8,1.0
J07AC01,38.67201,5.0,1.0,0.0
J07AD,41.692654,4.0,0.8,1.0
J07AD01,41.370235,5.0,1.0,0.0
J07AE,42.97598,4.0,0.8,3.0
J07AE01,43.0837,5.0,1.0,0.0
J07AE02,42.658295,5.0,1.0,0.0
J07AE51,42.63266,5.0,1.0,0.0
J07AF,36.549297,4.0,0.8,1.0
J07AF01,36.67492,5.0,1.0,0.0
J07AG,41.391903,4.0,0.8,5.0
J07AG01,41.36939,5.0,1.0,0.0
J07AG51,41.099815,5.0,1.0,0.0
J07AG52,40.21556,5.0,1.0,0.0
J07AG53,41.573116,5.0,1.0,0.0
J07AG54,40.606365,5.0,1.0,0.0
J07AH,40.89382,4.0,0.8,11.0
J07AH01,41.722557,5.0,1.0,0.0
J07AH02,40.150784,5.0,1.0,0.0
J07AH03,38.85019,5.0,1.0,0.0
J07AH04,39.91571,5.0,1.0,0.0
J07AH05,40.365906,5.0,1.0,0.0
J07AH06,40.494995,5.0,1.0,0.0
J07AH07,40.403572,5.0,1.0,0.0
J07AH08,41.642525,5.0,1.0,0.0
J07AH09,40.88366,5.0,1.0,0.0
J07AH10,41.328876,5.0,1.0,0.0
J07AH11,38.451424,5.0,1.0,0.0
J07AJ,43.126682,4.0,0.8,4.0
J07AJ01,42.162827,5.0,1.0,0.0
J07AJ02,43.185165,5.0,1.0,0.0
J07AJ51,43.0844,5.0,1.0,0.0
J07AJ52,43.028915,5.0,1.0,0.0
J07AK,45.498257,4.0,0.8,1.0
J07AK01,45.287235,5.0,1.0,0.0
J07AL,44.25779,4.0,0.8,3.0
J07AL01,43.7297,5.0,1.0,0.0
J07AL02,44.094494,5.0,1.0,0.0
J07AL52,44.017086,5.0,1.0,0.0
J07AM,43.84139,4.0,0.8,3.0
J07AM01,43.183228,5.0,1.0,0.0
J07AM51,43.55415,5.0,1.0,0.0
J07AM52,43.402767,5.0,1.0,0.0
J07AN,37.357864,4.0,0.8,1.0
J07AN01,37.579887,5.0,1.0,0.0
J07AP,44.880146,4.0,0.8,4.0
J07AP01,44.715576,5.0,1.0,0.0
J07AP02,44.490993,5.0,1.0,0.0
J07AP03,44.42375,5.0,1.0,0.0
J07AP10,44.015427,5.0,1.0,0.0
J07AR,41.51276,4.0,0.8,1.0
J07AR01,41.135654,5.0,1.0,0.0
J07AX,43.26867,4.0,0.8,1.0
J07AX01,43.2824,5.0,1.0,0.0
J07B,44.8696,3.0,0.6,57.0
J07BA,41.3418,4.0,0.8,3.0
J07BA01,41.232533,5.0,1.0,0.0
J07BA02,41.413425,5.0,1.0,0.0
J07BA03,41.49714,5.0,1.0,0.0
J07BB,54.655613,4.0,0.8,5.0
J07BB01,54.540966,5.0,1.0,0.0
J07BB02,54.45406,5.0,1.0,0.0
J07BB03,54.2272,5.0,1.0,0.0
J07BB04,54.17757,5.0,1.0,0.0
J07BB05,53.62799,5.0,1.0,0.0
J07BC,48.65106,4.0,0.8,3.0
J07BC01,48.818916,5.0,1.0,0.0
J07BC02,48.340363,5.0,1.0,0.0
J07BC20,48.096386,5.0,1.0,0.0
J07BD,56.155197,4.0,0.8,5.0
J07BD01,55.471664,5.0,1.0,0.0
J07BD51,55.290264,5.0,1.0,0.0
J07BD52,56.02169,5.0,1.0,0.0
J07BD53,55.972664,5.0,1.0,0.0
J07BD54,55.153797,5.0,1.0,0.0
J07BE,49.094627,4.0,0.8,1.0
J07BE01,49.471973,5.0,1.0,0.0
J07BF,57.630512,4.0,0.8,4.0
J07BF01,57.728268,5.0,1.0,0.0
J07BF02,57.35116,5.0,1.0,0.0
J07BF03,56.552963,5.0,1.0,0.0
J07BF04,57.64695,5.0,1.0,0.0
J07BG,37.63922,4.0,0.8,1.0
J07BG01,37.4158,5.0,1.0,0.0
J07BH,52.69533,4.0,0.8,2.0
J07BH01,52.676224,5.0,1.0,0.0
J07BH02,51.767437,5.0,1.0,0.0
J07BJ,39.608444,4.0,0.8,2.0
J07BJ01,39.159943,5.0,1.0,0.0
J07BJ51,39.664948,5.0,1.0,0.0
J07BK,52.201218,4.0,0.8,3.0
J07BK01,51.624237,5.0,1.0,0.0
J07BK02,51.61174,5.0,1.0,0.0
J07BK03,51.826683,5.0,1.0,0.0
J07BL,44.726128,4.0,0.8,1.0
J07BL01,44.969128,5.0,1.0,0.0
J07BM,58.16799,4.0,0.8,3.0
J07BM01,56.930286,5.0,1.0,0.0
J07BM02,57.60219,5.0,1.0,0.0
J07BM03,57.67206,5.0,1.0,0.0
J07BN,48.687775,4.0,0.8,5.0
J07BN01,48.13892,5.0,1.0,0.0
J07BN02,48.508713,5.0,1.0,0.0
J07BN03,48.989258,5.0,1.0,0.0
J07BN04,47.786575,5.0,1.0,0.0
J07BN05,49.307003,5.0,1.0,0.0
J07BX,52.90437,4.0,0.8,5.0
J07BX01,52.083538,5.0,1.0,0.0
J07BX02,53.44907,5.0,1.0,0.0
J07BX04,51.4553,5.0,1.0,0.0
J07BX05,53.26382,5.0,1.0,0.0
J07BX06,52.23346,5.0,1.0,0.0
J07C,51.711567,3.0,0.6,14.0
J07CA,51.595135,4.0,0.8,13.0
J07CA01,52.107834,5.0,1.0,0.0
J07CA02,51.15953,5.0,1.0,0.0
J07CA03,51.28545,5.0,1.0,0.0
J07CA04,51.176594,5.0,1.0,0.0
J07CA05,51.849247,5.0,1.0,0.0
J07CA06,49.348595,5.0,1.0,0.0
J07CA07,47.005886,5.0,1.0,0.0
J07CA08,49.170685,5.0,1.0,0.0
J07CA09,50.3462,5.0,1.0,0.0
J07CA10,50.233295,5.0,1.0,0.0
J07CA11,45.341587,5.0,1.0,0.0
J07CA12,48.579475,5.0,1.0,0.0
J07CA13,52.48738,5.0,1.0,0.0
J07X,51.543392,3.0,0.6,2.0
J07XA,52.279346,4.0,0.8,1.0
J07XA01,51.69253,5.0,1.0,0.0
L,12.886769,1.0,0.2,625.0
L01,22.089998,2.0,0.4,401.0
L01A,54.030533,3.0,0.6,34.0
L01AA,57.64826,4.0,0.8,9.0
L01AA01,57.65716,5.0,1.0,0.0
L01AA02,55.04346,5.0,1.0,0.0
L01AA03,56.294907,5.0,1.0,0.0
L01AA05,55.08433,5.0,1.0,0.0
L01AA06,55.34759,5.0,1.0,0.0
L01AA07,57.31639,5.0,1.0,0.0
L01AA08,57.31435,5.0,1.0,0.0
L01AA09,56.863724,5.0,1.0,0.0
L01AA10,54.230114,5.0,1.0,0.0
L01AB,60.63417,4.0,0.8,3.0
L01AB01,59.56767,5.0,1.0,0.0
L01AB02,60.55635,5.0,1.0,0.0
L01AB03,59.51994,5.0,1.0,0.0
L01AC,49.248474,4.0,0.8,3.0
L01AC01,48.877354,5.0,1.0,0.0
L01AC02,49.210495,5.0,1.0,0.0
L01AC03,48.708763,5.0,1.0,0.0
L01AD,55.252434,4.0,0.8,8.0
L01AD01,54.45499,5.0,1.0,0.0
L01AD02,53.55111,5.0,1.0,0.0
L01AD03,54.12639,5.0,1.0,0.0
L01AD04,55.20589,5.0,1.0,0.0
L01AD05,53.233555,5.0,1.0,0.0
L01AD06,53.57282,5.0,1.0,0.0
L01AD07,55.366253,5.0,1.0,0.0
L01AD08,54.406902,5.0,1.0,0.0
L01AG,58.861908,4.0,0.8,1.0
L01AG01,59.079174,5.0,1.0,0.0
L01AX,56.643703,4.0,0.8,4.0
L01AX01,56.068653,5.0,1.0,0.0
L01AX02,56.43623,5.0,1.0,0.0
L01AX03,56.828476,5.0,1.0,0.0
L01AX04,56.059658,5.0,1.0,0.0
L01B,65.605484,3.0,0.6,26.0
L01BA,53.62471,4.0,0.8,4.0
L01BA01,55.050625,5.0,1.0,0.0
L01BA03,52.385056,5.0,1.0,0.0
L01BA04,52.6481,5.0,1.0,0.0
L01BA05,53.541992,5.0,1.0,0.0
L01BB,62.91149,4.0,0.8,6.0
L01BB02,62.416187,5.0,1.0,0.0
L01BB03,62.61075,5.0,1.0,0.0
L01BB04,60.817547,5.0,1.0,0.0
L01BB05,62.646046,5.0,1.0,0.0
L01BB06,61.818523,5.0,1.0,0.0
L01BB07,62.154102,5.0,1.0,0.0
L01BC,66.89537,4.0,0.8,13.0
L01BC01,65.4224,5.0,1.0,0.0
L01BC02,63.84253,5.0,1.0,0.0
L01BC03,67.433754,5.0,1.0,0.0
L01BC04,68.7191,5.0,1.0,0.0
L01BC05,65.13464,5.0,1.0,0.0
L01BC06,65.455284,5.0,1.0,0.0
L01BC07,66.7627,5.0,1.0,0.0
L01BC08,64.999794,5.0,1.0,0.0
L01BC09,62.894478,5.0,1.0,0.0
L01BC52,67.99313,5.0,1.0,0.0
L01BC53,64.16537,5.0,1.0,0.0
L01BC58,63.22093,5.0,1.0,0.0
L01BC59,64.85054,5.0,1.0,0.0
L01C,52.91115,3.0,0.6,25.0
L01CA,53.487442,4.0,0.8,6.0
L01CA01,53.507168,5.0,1.0,0.0
L01CA02,52.21551,5.0,1.0,0.0
L01CA03,53.449833,5.0,1.0,0.0
L01CA04,52.269894,5.0,1.0,0.0
L01CA05,52.75881,5.0,1.0,0.0
L01CA06,53.20492,5.0,1.0,0.0
L01CB,53.33508,4.0,0.8,2.0
L01CB01,53.24819,5.0,1.0,0.0
L01CB02,53.156525,5.0,1.0,0.0
L01CC,47.364567,4.0,0.8,1.0
L01CC01,47.49311,5.0,1.0,0.0
L01CD,49.44749,4.0,0.8,5.0
L01CD01,48.912064,5.0,1.0,0.0
L01CD02,48.843765,5.0,1.0,0.0
L01CD03,49.17351,5.0,1.0,0.0
L01CD04,48.775433,5.0,1.0,0.0
L01CD51,48.790966,5.0,1.0,0.0
L01CE,52.28167,4.0,0.8,4.0
L01CE01,52.73684,5.0,1.0,0.0
L01CE02,51.563763,5.0,1.0,0.0
L01CE03,51.861584,5.0,1.0,0.0
L01CE04,51.728096,5.0,1.0,0.0
L01CX,46.000935,4.0,0.8,1.0
L01CX01,46.32557,5.0,1.0,0.0
L01D,58.55915,3.0,0.6,20.0
L01DA,55.925037,4.0,0.8,1.0
L01DA01,55.491447,5.0,1.0,0.0
L01DB,58.93451,4.0,0.8,11.0
L01DB01,58.005985,5.0,1.0,0.0
L01DB02,56.94377,5.0,1.0,0.0
L01DB03,59.329323,5.0,1.0,0.0
L01DB04,57.61339,5.0,1.0,0.0
L01DB05,57.162754,5.0,1.0,0.0
L01DB06,57.95231,5.0,1.0,0.0
L01DB07,60.01156,5.0,1.0,0.0
L01DB08,57.457603,5.0,1.0,0.0
L01DB09,59.268433,5.0,1.0,0.0
L01DB10,56.784782,5.0,1.0,0.0
L01DB11,57.29673,5.0,1.0,0.0
L01DC,51.863987,4.0,0.8,5.0
L01DC01,51.321815,5.0,1.0,0.0
L01DC02,51.912125,5.0,1.0,0.0
L01DC03,52.651268,5.0,1.0,0.0
L01DC04,51.312325,5.0,1.0,0.0
L01DC05,50.887455,5.0,1.0,0.0
L01E,48.893986,3.0,0.6,103.0
L01EA,86.646034,4.0,0.8,6.0
L01EA01,87.15628,5.0,1.0,0.0
L01EA02,83.64913,5.0,1.0,0.0
L01EA03,82.404884,5.0,1.0,0.0
L01EA04,84.67976,5.0,1.0,0.0
L01EA05,85.22344,5.0,1.0,0.0
L01EA06,86.54569,5.0,1.0,0.0
L01EB,96.047874,4.0,0.8,11.0
L01EB01,91.63821,5.0,1.0,0.0
L01EB02,89.43765,5.0,1.0,0.0
L01EB03,93.779526,5.0,1.0,0.0
L01EB04,93.11104,5.0,1.0,0.0
L01EB05,94.74734,5.0,1.0,0.0
L01EB06,91.22246,5.0,1.0,0.0
L01EB07,91.045204,5.0,1.0,0.0
L01EB08,92.78698,5.0,1.0,0.0
L01EB09,93.19382,5.0,1.0,0.0
L01EB10,96.59199,5.0,1.0,0.0
L01EB11,92.06277,5.0,1.0,0.0
L01EC,82.20971,4.0,0.8,3.0
L01EC01,80.11704,5.0,1.0,0.0
L01EC02,80.794754,5.0,1.0,0.0
L01EC03,81.70947,5.0,1.0,0.0
L01ED,88.58237,4.0,0.8,5.0
L01ED01,87.02832,5.0,1.0,0.0
L01ED02,86.80915,5.0,1.0,0.0
L01ED03,87.475136,5.0,1.0,0.0
L01ED04,88.48957,5.0,1.0,0.0
L01ED05,88.5132,5.0,1.0,0.0
L01EE,91.48882,4.0,0.8,5.0
L01EE01,89.21235,5.0,1.0,0.0
L01EE02,89.0529,5.0,1.0,0.0
L01EE03,88.96994,5.0,1.0,0.0
L01EE04,89.42464,5.0,1.0,0.0
L01EE05,91.95449,5.0,1.0,0.0
L01EF,77.98076,4.0,0.8,3.0
L01EF01,76.75535,5.0,1.0,0.0
L01EF02,76.65683,5.0,1.0,0.0
L01EF03,77.04207,5.0,1.0,0.0
L01EG,80.312965,4.0,0.8,4.0
L01EG01,78.97217,5.0,1.0,0.0
L01EG02,78.13907,5.0,1.0,0.0
L01EG03,78.63072,5.0,1.0,0.0
L01EG04,78.985115,5.0,1.0,0.0
L01EH,76.58181,4.0,0.8,3.0
L01EH01,75.278305,5.0,1.0,0.0
L01EH02,75.46334,5.0,1.0,0.0
L01EH03,75.18788,5.0,1.0,0.0
L01EJ,80.570885,4.0,0.8,4.0
L01EJ01,81.01586,5.0,1.0,0.0
L01EJ02,78.156006,5.0,1.0,0.0
L01EJ03,78.71374,5.0,1.0,0.0
L01EJ04,79.34936,5.0,1.0,0.0
L01EK,99.3584,4.0,0.8,4.0
L01EK01,96.63397,5.0,1.0,0.0
L01EK02,97.90913,5.0,1.0,0.0
L01EK03,96.61383,5.0,1.0,0.0
L01EK04,96.874664,5.0,1.0,0.0
L01EL,89.04881,4.0,0.8,6.0
L01EL01,87.29864,5.0,1.0,0.0
L01EL02,87.49484,5.0,1.0,0.0
L01EL03,85.690735,5.0,1.0,0.0
L01EL04,86.33117,5.0,1.0,0.0
L01EL05,86.76435,5.0,1.0,0.0
L01EL06,88.8723,5.0,1.0,0.0
L01EM,81.85597,4.0,0.8,5.0
L01EM01,79.764,5.0,1.0,0.0
L01EM02,81.43184,5.0,1.0,0.0
L01EM03,79.28677,5.0,1.0,0.0
L01EM04,82.03497,5.0,1.0,0.0
L01EM05,79.40359,5.0,1.0,0.0
L01EN,86.33969,4.0,0.8,4.0
L01EN01,85.08598,5.0,1.0,0.0
L01EN02,85.41453,5.0,1.0,0.0
L01EN03,84.9163,5.0,1.0,0.0
L01EN04,86.604805,5.0,1.0,0.0
L01EX,81.86904,4.0,0.8,26.0
L01EX01,78.65819,5.0,1.0,0.0
L01EX02,71.70939,5.0,1.0,0.0
L01EX03,76.25173,5.0,1.0,0.0
L01EX04,86.947586,5.0,1.0,0.0
L01EX05,82.26663,5.0,1.0,0.0
L01EX06,79.919136,5.0,1.0,0.0
L01EX07,84.12602,5.0,1.0,0.0
L01EX08,81.989,5.0,1.0,0.0
L01EX09,83.71615,5.0,1.0,0.0
L01EX10,83.26926,5.0,1.0,0.0
L01EX11,78.450195,5.0,1.0,0.0
L01EX12,69.76489,5.0,1.0,0.0
L01EX13,82.362564,5.0,1.0,0.0
L01EX14,76.8594,5.0,1.0,0.0
L01EX15,73.37392,5.0,1.0,0.0
L01EX17,77.62768,5.0,1.0,0.0
L01EX18,60.732697,5.0,1.0,0.0
L01EX19,77.37,5.0,1.0,0.0
L01EX21,79.64187,5.0,1.0,0.0
L01EX22,79.80922,5.0,1.0,0.0
L01EX23,74.01476,5.0,1.0,0.0
L01EX24,77.4973,5.0,1.0,0.0
L01EX25,78.15021,5.0,1.0,0.0
L01EX26,68.551796,5.0,1.0,0.0
L01EX27,78.47394,5.0,1.0,0.0
L01EX28,84.98325,5.0,1.0,0.0
L01F,82.04019,3.0,0.6,79.0
L01FA,89.554504,4.0,0.8,3.0
L01FA01,87.52679,5.0,1.0,0.0
L01FA02,87.872574,5.0,1.0,0.0
L01FA03,89.0788,5.0,1.0,0.0
L01FB,107.32744,4.0,0.8,2.0
L01FB01,105.97332,5.0,1.0,0.0
L01FB02,106.38056,5.0,1.0,0.0
L01FC,77.891335,4.0,0.8,2.0
L01FC01,76.91096,5.0,1.0,0.0
L01FC02,76.51563,5.0,1.0,0.0
L01FD,124.78686,4.0,0.8,7.0
L01FD01,123.33458,5.0,1.0,0.0
L01FD02,123.94865,5.0,1.0,0.0
L01FD03,119.643486,5.0,1.0,0.0
L01FD04,121.36561,5.0,1.0,0.0
L01FD05,122.886284,5.0,1.0,0.0
L01FD06,121.70262,5.0,1.0,0.0
L01FD07,120.999504,5.0,1.0,0.0
L01FE,99.388145,4.0,0.8,3.0
L01FE01,98.38159,5.0,1.0,0.0
L01FE02,98.64514,5.0,1.0,0.0
L01FE03,96.78253,5.0,1.0,0.0
L01FF,106.727,4.0,0.8,13.0
L01FF01,103.27516,5.0,1.0,0.0
L01FF02,104.822395,5.0,1.0,0.0
L01FF03,104.74912,5.0,1.0,0.0
L01FF04,103.13288,5.0,1.0,0.0
L01FF05,100.81933,5.0,1.0,0.0
L01FF06,104.72412,5.0,1.0,0.0
L01FF07,102.425415,5.0,1.0,0.0
L01FF08,102.92406,5.0,1.0,0.0
L01FF09,101.1628,5.0,1.0,0.0
L01FF10,105.34469,5.0,1.0,0.0
L01FF11,106.72712,5.0,1.0,0.0
L01FF12,106.80491,5.0,1.0,0.0
L01FF13,94.81115,5.0,1.0,0.0
L01FG,80.06056,4.0,0.8,2.0
L01FG01,78.37084,5.0,1.0,0.0
L01FG02,78.59363,5.0,1.0,0.0
L01FX,106.14721,4.0,0.8,35.0
L01FX01,96.883415,5.0,1.0,0.0
L01FX02,102.405945,5.0,1.0,0.0
L01FX03,96.6863,5.0,1.0,0.0
L01FX04,111.423454,5.0,1.0,0.0
L01FX05,104.16507,5.0,1.0,0.0
L01FX06,96.82023,5.0,1.0,0.0
L01FX07,97.67359,5.0,1.0,0.0
L01FX08,92.67451,5.0,1.0,0.0
L01FX09,95.198265,5.0,1.0,0.0
L01FX10,99.74683,5.0,1.0,0.0
L01FX11,98.42943,5.0,1.0,0.0
L01FX12,108.12804,5.0,1.0,0.0
L01FX13,106.010124,5.0,1.0,0.0
L01FX14,108.619804,5.0,1.0,0.0
L01FX15,104.84077,5.0,1.0,0.0
L01FX16,102.97363,5.0,1.0,0.0
L01FX17,90.426216,5.0,1.0,0.0
L01FX18,93.792946,5.0,1.0,0.0
L01FX19,98.11981,5.0,1.0,0.0
L01FX20,96.77807,5.0,1.0,0.0
L01FX21,102.42471,5.0,1.0,0.0
L01FX22,93.43906,5.0,1.0,0.0
L01FX23,106.59556,5.0,1.0,0.0
L01FX24,98.51821,5.0,1.0,0.0
L01FX25,104.06235,5.0,1.0,0.0
L01FX26,101.04064,5.0,1.0,0.0
L01FX27,99.26198,5.0,1.0,0.0
L01FX28,111.24918,5.0,1.0,0.0
L01FX29,111.03082,5.0,1.0,0.0
L01FX31,99.025,5.0,1.0,0.0
L01FX32,98.33574,5.0,1.0,0.0
L01FX33,105.73472,5.0,1.0,0.0
L01FX34,104.17083,5.0,1.0,0.0
L01FX35,112.25506,5.0,1.0,0.0
L01FX36,101.81956,5.0,1.0,0.0
L01FY,69.59981,4.0,0.8,3.0
L01FY01,68.88722,5.0,1.0,0.0
L01FY02,69.044266,5.0,1.0,0.0
L01FY03,69.33041,5.0,1.0,0.0
L01X,74.42065,3.0,0.6,107.0
L01XA,108.50413,4.0,0.8,5.0
L01XA01,106.77374,5.0,1.0,0.0
L01XA02,106.95351,5.0,1.0,0.0
L01XA03,104.45103,5.0,1.0,0.0
L01XA04,106.250374,5.0,1.0,0.0
L01XA05,105.79368,5.0,1.0,0.0
L01XB,93.74973,4.0,0.8,1.0
L01XB01,92.31894,5.0,1.0,0.0
L01XD,119.01753,4.0,0.8,6.0
L01XD01,116.98253,5.0,1.0,0.0
L01XD03,117.00295,5.0,1.0,0.0
L01XD04,114.30531,5.0,1.0,0.0
L01XD05,115.11318,5.0,1.0,0.0
L01XD06,117.31055,5.0,1.0,0.0
L01XD07,115.596954,5.0,1.0,0.0
L01XF,92.069954,4.0,0.8,3.0
L01XF01,91.16978,5.0,1.0,0.0
