config_key,mean_rho,sd_rho,min_rho,max_rho,spread
te3_preferred_label,0.5414932212876442,0.0013774018952599732,0.5394355806818966,0.5434685995515219,0.004033018869625371
te3_class_id,0.5554955448488661,0.0018430461763576345,0.5523375707611912,0.5592984954551554,0.006960924693964254
te3_atc_path,0.8613544449468238,0.0007506125243521669,0.8603845678332824,0.8625599396261047,0.002175371792822234
te3_label_path,0.8487539971020892,0.0006604488622466074,0.8475727839886293,0.8499158081295768,0.0023430241409474473
sapbert_preferred_label,0.35360272774508944,0.004205395562728593,0.3467762229281859,0.36163932321745307,0.014863100289267184
sapbert_class_id,0.7380198793363236,0.0018854576389956256,0.7353585160956256,0.7406938589262706,0.005335342830644962
sapbert_atc_path,0.7623411886846203,0.0014270484716995967,0.760836569098285,0.7655258393561833,0.004689270257898337
sapbert_label_path,0.7105192909383731,0.0018202750056555636,0.707668620147289,0.7147913362537586,0.007122716106469529
lorentz,0.8998102855271162,0.0004919488520984803,0.8989235041570466,0.9005417923733674,0.0016182882163208179
