config_key,level,n_codes,n_classes,isotropy_rv,precision_chance,precision_at_1,precision_at_5,precision_at_10
te3_preferred_label_d256,1,6897,14,0.5452727563635065,0.0865838891585736,0.7079889807162535,0.6605770624909381,0.6258808177468465
te3_preferred_label_d256,2,6879,91,0.5452727563635065,0.019222779198999226,0.626835295827882,0.5634830643988952,0.5207006832388428
te3_preferred_label_d256,3,6722,242,0.5452727563635065,0.006928551643587063,0.5221660220172568,0.4591490627789349,0.4090895566795596
te3_atc_path_d256,1,6897,14,0.41795672505530945,0.0865838891585736,0.9997100188487749,0.9993040452370597,0.9991155574887631
te3_atc_path_d256,2,6879,91,0.41795672505530945,0.019222779198999226,0.988951882541067,0.9879052187817996,0.9804477394970199
te3_atc_path_d256,3,6722,242,0.41795672505530945,0.006928551643587063,0.9607259744123773,0.9418327878607557,0.9031835763165725
sapbert_atc_path_d256,1,6897,14,0.31123538276512186,0.0865838891585736,0.9969551979121357,0.9937944033637813,0.9905321154124983
sapbert_atc_path_d256,2,6879,91,0.31123538276512186,0.019222779198999226,0.9844454135775549,0.979473760721035,0.969283326064835
sapbert_atc_path_d256,3,6722,242,0.31123538276512186,0.006928551643587063,0.9422790836060696,0.9008925914906277,0.8472478429038977
