config_key,q21_mean_rank,q21_map,q22_mean_rank,q22_map,split_semantics,q23_macro_f1,q23_baseline_f1,q23_delta_f1,q23_flagged,q24_stdc_rho,q24_n_small,q24_n_medium,q24_n_large
te3_preferred_label_d256,1130.0242511252522,0.04204773884764916,57.93814432989691,0.27013661121983007,frozen_embeddings_eval_on_test_split,0.6866397672764666,0.06929504017945809,0.6173447270970085,False,0.6172655338220698,20000,20000,20000
te3_atc_path_d256,31.676916808939936,0.33847433588149994,2.984536082474227,0.7736724865420026,frozen_embeddings_eval_on_test_split,1.0,0.06728011230404371,0.9327198876959563,False,0.8648898197715668,20000,20000,20000
sapbert_atc_path_d256,105.35575430699984,0.21749832927437496,2.515463917525773,0.777549559772837,frozen_embeddings_eval_on_test_split,0.9997207204574019,0.06763408157379823,0.9320866388836037,False,0.8274885843187266,20000,20000,20000
