metric,value
n_series,337897.0
gini_series_sales,0.9309707944586982
top_1pct_series_sales_share,0.5237607486021353
top_5pct_series_sales_share,0.8030294435327154
top_10pct_series_sales_share,0.9011254049274097
top_20pct_series_sales_share,0.9662735337277223
