config_key,q21_mean_rank,q21_map,q22_mean_rank,q22_map,split_semantics,q23_macro_f1,q23_baseline_f1,q23_delta_f1,q23_flagged,q24_stdc_rho,q24_n_small,q24_n_medium,q24_n_large
te3_preferred_label,1293.373544932485,0.04310811524661347,81.44329896907216,0.2691388944433317,frozen_embeddings_eval_on_test_split,0.7141415716668703,0.06703138001000442,0.6471101916568659,False,0.5447306514722924,20000,20000,20000
te3_class_id,1569.7898494490144,0.10927062201975042,9.778350515463918,0.3381780297393084,frozen_embeddings_eval_on_test_split,1.0,0.06934587289616863,0.9306541271038313,False,0.5548561224747848,20000,20000,20000
te3_atc_path,48.46843473537172,0.32482165710464783,3.4381443298969074,0.7438227261014321,frozen_embeddings_eval_on_test_split,1.0,0.07328285821636157,0.9267171417836384,False,0.8612536533709331,20000,20000,20000
te3_label_path,51.24774949557659,0.22695821533939117,9.257731958762887,0.5918012101759522,frozen_embeddings_eval_on_test_split,1.0,0.07246030969877139,0.9275396903012286,False,0.8499014404225159,20000,20000,20000
sapbert_preferred_label,2416.8959917740185,0.040575910366545814,136.27319587628867,0.27829013411756276,frozen_embeddings_eval_on_test_split,0.5369203215171743,0.0722379274450676,0.46468239407210665,False,0.35372121977874943,20000,20000,20000
sapbert_class_id,845.6337110041906,0.07817679820941581,33.154639175257735,0.3458595355940876,frozen_embeddings_eval_on_test_split,0.9995105203791679,0.06701433700844842,0.9324961833707195,False,0.7380635337750382,20000,20000,20000
sapbert_atc_path,289.8575779916188,0.22028747579103153,2.4329896907216493,0.7991978985474645,frozen_embeddings_eval_on_test_split,0.9995547376655713,0.07130286618688919,0.9282518714786822,False,0.7634052067246995,20000,20000,20000
sapbert_label_path,623.8266141548968,0.14813612639679832,6.680412371134021,0.6221884859609107,frozen_embeddings_eval_on_test_split,0.9941095798498383,0.06882959672588843,0.9252799831239499,False,0.711479234789136,20000,20000,20000
lorentz,85.67848828185627,0.4633039812525116,1.6958762886597938,0.9754978892736624,retrained_on_train_split,1.0,0.03834953121024702,0.961650468789753,False,0.825161789670822,20000,20000,20000
