level,n_codes,mean_norm,std_norm,hdc_parent_at_level,n_child_pairs
1,14,136.23330688476562,52.403350830078125,0.0,94
2,94,24.661815643310547,15.338913917541504,0.055350553505535055,271
3,271,19.455766677856445,9.250462532043457,0.17841880341880342,936
4,936,20.8225040435791,10.07505989074707,0.06485130777499104,5582
5,5582,23.992839813232422,11.908048629760742,,0
